ID	Bike_Name	bike_model_year	Bike_Currency	Bike_Price	bike_power_cc	bike_power_watt	bike_type	bike_distance	condition
1209	 Yamaha Ray ZR 125 Fi Hybrid	2024	Rs. 	270000.0	125		Scooter	3,000 km	Used
1210	 Hero XPulse 200	2022	Rs. 	270000.0	199		Dirt	12,000 km	Brand new
1211	 Bajaj NS 200 FI ABS	2022	Rs. 	270000.0	200		Sports Naked	8,000 km	Used
1212	 TVS Ntorq 125 Race XP	2023	Rs. 	270000.0	125		Scooter	690 km	Used
1213	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	270000.0	200		Sports Naked	17,000 km	Used
1214	 KTM Duke 200	2018	Rs. 	270000.0	200		Sports Naked	24,500 km	Used
1215	 Bajaj NS 200 FI ABS	2021	Rs. 	270000.0	200		Sports Naked	20,000 km	Used
1216	 Bajaj NS 200 FI ABS	2021	Rs. 	270000.0	200		Sports Naked	14,000 km	Used
1217	 Yamaha FZS V3	2021	Rs. 	270000.0	149		Sports Naked	17,700 km	Brand new
1218	 Yamaha FZ V1	2022	Rs. 	270000.0	149		Sports Naked	36,000 km	Like new
1219	 Bajaj Pulsar AS 150	2024	Rs. 	270000.0	150		Sports	12,000 km	
1220	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	270000.0	200		Sports Naked	15,256 km	Brand new
1221	 TVS Ntorq 125 Disc	2023	Rs. 	271900.0	125		Scooter	0 km	Used
1222	 Yamaha FZS V2	2021	Rs. 	275000.0	149		Sports Naked	18,000 km	Brand new
1223	 KTM RC 200	2017	Rs. 	275000.0	200		Sports	24,500 km	Like new
1224	 Motorhead Sports 250	2022	Rs. 	275000.0	250		Sports	9,000 km	Used
1225	 Bajaj Pulsar NS 160	2022	Rs. 	275000.0	160		Sports Naked	14,900 km	Brand new
1226	 TVS Apache RTR 160 4V Refresh	2021	Rs. 	275000.0	160		Sports	4,400 km	Used
1227	 Honda Grazia BS6	2024	Rs. 	275000.0	124		Scooter	1,110 km	Used
1228	 Bajaj Pulsar N250	2022	Rs. 	275000.0	250		Sports Naked	27,500 km	Like new
1229	 Bajaj Avenger 160 Street	2021	Rs. 	275000.0	160		Cruiser	15,000 km	Like new
1230	 Yamaha R15 V3	2019	Rs. 	275000.0	155		Sports	24,000 km	Like new
1231	 Yamaha FZ V2	2021	Rs. 	275000.0	149		Sports Naked	18,000 km	Used
1232	 Royal Enfield Classic 350	2016	Rs. 	275000.0	346		Cruiser	31,000 km	Used
1233	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2021	Rs. 	275000.0	200		Sports Naked	18,000 km	Used
1234	 TVS Apache RTR 200 4V	2021	Rs. 	275000.0	198		Sports	16,500 km	Used
1235	 Vespa Elegante	2022	Rs. 	275000.0	150		Scooter	15,700 km	Used
1236	 Yamaha Ray ZR 125 Fi Hybrid	2023	Rs. 	279900.0	125		Scooter	0 km	Used
1237	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2022	Rs. 	280000.0	200		Sports Naked	9,500 km	Brand new
1238	 Bajaj Pulsar 220F	2021	Rs. 	280000.0	220		Sports	30,000 km	Like new
1239	 Yamaha MT-15	2019	Rs. 	280000.0	155		Sports Naked	20,000 km	Used
1240	 TVS Apache RTR 200 4V	2018	Rs. 	280000.0	198		Sports	60,000 km	
1241	 Benelli TNT 150i	2021	Rs. 	280000.0	148		Sports Naked	11,000 km	Like new
1242	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	280000.0	200		Sports Naked	12,000 km	Used
1243	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	280000.0	200		Sports Naked	12,500 km	Used
1244	 Yamaha MT-15	2018	Rs. 	280000.0	155		Sports Naked	29,000 km	Used
1245	 Bajaj Pulsar 220F	2022	Rs. 	280000.0	220		Sports	16,000 km	Used
1246	 Yamaha FZ-X	2022	Rs. 	280000.0	149		Sports Naked	9,000 km	Used
1247	 Royal Enfield Classic 350	2018	Rs. 	280000.0	346		Cruiser	20,000 km	Like new
1248	 Bajaj Pulsar NS 200	2022	Rs. 	280000.0	200		Sports Naked	25,800 km	Used
1249	 Segway E110	2022	Rs. 	280000.0		1,800 	Scooter	16,040 km	Used
1250	 Yamaha Ray ZR 125 Fi Hybrid	2024	Rs. 	280000.0	125		Scooter	1,000 km	Used
1251	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2021	Rs. 	280000.0	200		Sports Naked	10,500 km	Like new
1252	 TVS Apache RTR 200 4V	2021	Rs. 	280000.0	198		Sports	5,100 km	Used
1253	 Bajaj NS 200 FI ABS	2022	Rs. 	280000.0	200		Sports Naked	14,000 km	Used
1254	 Bajaj Pulsar 220F	2022	Rs. 	280000.0	220		Sports	14,500 km	Used
1255	 Bajaj NS 200 FI ABS	2022	Rs. 	280000.0	200		Sports Naked	12,500 km	Like new
1256	 KTM Duke 250	2018	Rs. 	280000.0	249		Sports Naked	36,000 km	Used
1257	 Crossfire GR7 250	2020	Rs. 	280000.0	250		Dirt	12,000 km	Used
1258	 Crossfire XZ 250R	2016	Rs. 	280000.0	250		Dirt	27 km	Used
1259	 Suzuki Gixxer 250	2019	Rs. 	280000.0	249		Sports	25,000 km	Used
1260	 Bajaj Pulsar 220F	2021	Rs. 	280000.0	220		Sports	12,000 km	Like new
1261	 Bajaj Pulsar 150TD	2023	Rs. 	280000.0	150		Commuter	7,000 km	
1262	 Motorhead X Torque 250	2021	Rs. 	280000.0	250		Dirt	1,000 km	Used
1263	 Hero XPulse 200	2021	Rs. 	280000.0	199		Dirt	11,200 km	Like new
1264	 Bajaj NS 200 FI ABS	2022	Rs. 	280000.0	200		Sports Naked	9,000 km	Used
1265	 Yamaha MT-15	2020	Rs. 	280000.0	155		Sports Naked	18,500 km	Like new
1266	 Hero XPulse 200	2021	Rs. 	280000.0	199		Dirt	13,000 km	Like new
1267	 Bajaj Pulsar 150	2023	Rs. 	285000.0	150		Sports Naked	2,600 km	Like new
1268	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2022	Rs. 	285000.0	200		Sports Naked	7,833 km	Brand new
1269	 Bajaj Pulsar 220F	2022	Rs. 	285000.0	220		Sports	14,800 km	Like new
1270	 TVS Ntorq 125 Race Edition FI BSVI	2023	Rs. 	285000.0	125		Scooter	7,999 km	Used
1271	 Super Soco TC	2023	Rs. 	285000.0		3,000 	Scooter	3,500 km	Like new
1272	 Royal Enfield Classic 350	2016	Rs. 	285000.0	346		Cruiser	0 km	Used
1273	 Bajaj NS 200 FI ABS	2019	Rs. 	285000.0	200		Sports Naked	20,000 km	Used
1274	 Yamaha R15 V3	2018	Rs. 	285000.0	155		Sports	39,000 km	Used
1275	 Honda CB Shine SP	2024	Rs. 	285000.0	124		Commuter	1,400 km	Used
1276	 Bajaj Pulsar 150	2023	Rs. 	285000.0	150		Sports Naked	6,000 km	Brand new
1277	 TVS Apache RTR 200 4V	2023	Rs. 	285000.0	198		Sports	14,500 km	Brand new
1278	 Honda CB Shine SP	2023	Rs. 	286900.0	124		Commuter	0 km	Like new
1279	 Bajaj Pulsar NS 125	2023	Rs. 	287900.0	125		Sports Naked	0 km	Brand new
1280	 Asian Beast AB250 V1	2021	Rs. 	290000.0	250		Commuter	7,000 km	Brand new
1281	 Bajaj NS 200 FI ABS	2021	Rs. 	290000.0	200		Sports Naked	7,000 km	Used
1282	 Bajaj Pulsar 220F	2021	Rs. 	290000.0	220		Sports	29,000 km	
1283	 Asian Beast AB250 V1	2020	Rs. 	290000.0	250		Commuter	7,000 km	Used
1284	 Bajaj Pulsar 220F	2021	Rs. 	290000.0	220		Sports	23,000 km	Like new
1285	 Bajaj NS 200 FI ABS	2022	Rs. 	290000.0	200		Sports Naked	17,000 km	Used
1286	 Bajaj Avenger 220 Cruise	2023	Rs. 	290000.0	220		Cruiser	3,100 km	Used
1287	 TVS Apache RTR 200 4V	2020	Rs. 	290000.0	198		Sports	13,000 km	Used
1288	 Royal Enfield Classic 350	2017	Rs. 	290000.0	346		Cruiser	47,000 km	Used
1289	 Bajaj Pulsar 220F	2019	Rs. 	290000.0	220		Sports	49,000 km	Used
1290	 Yamaha FZS V2	2024	Rs. 	290000.0	149		Sports Naked	12,000 km	Used
1291	 Honda Dio BS6	2024	Rs. 	290000.0	110		Scooter	4,750 km	Used
1292	 Yamaha FZ V2	2022	Rs. 	290000.0	149		Sports Naked	5,500 km	Like new
1293	 Aprilia SXR 160	2023	Rs. 	290000.0	160		Scooter	6,500 km	Brand new
1294	 Bajaj Pulsar 220F	2022	Rs. 	290000.0	220		Sports	16,000 km	Like new
1295	 Aprilia SR 150	2021	Rs. 	290000.0	150		Scooter	8,000 km	Used
1296	 Bajaj Pulsar 150	2024	Rs. 	295000.0	150		Sports Naked	2,200 km	Used
1297	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	295000.0	200		Sports Naked	13,500 km	Like new
1298	 TVS Ntorq 125 Race XP	2024	Rs. 	295000.0	125		Scooter	5,000 km	Used
1299	 KTM Duke 200	2018	Rs. 	295000.0	200		Sports Naked	25,000 km	Like new
1300	 Royal Enfield Classic 350	2015	Rs. 	295000.0	346		Cruiser	35,000 km	Used
1301	 TVS Ntorq 125 Race XP	2023	Rs. 	295000.0	125		Scooter	7,000 km	Like new
1302	 Suzuki Burgman	2022	Rs. 	297900.0	124		Scooter	0 km	Used
1303	 Bajaj Pulsar 150	2023	Rs. 	298900.0	150		Sports Naked	0 km	
1304	 Bajaj Pulsar 150	2023	Rs. 	298900.0	150		Sports Naked	0 km	Brand new
1305	 Yamaha MT-15	2021	Rs. 	299000.0	155		Sports Naked	25,000 km	Brand new
1306	 TVS Apache RTR 160 2V	2023	Rs. 	299900.0	160		Sports	0 km	Like new
1307	 Yamaha Ray ZR Street Rally 125 FI	2023	Rs. 	299900.0	125		Scooter	0 km	Brand new
1308	 Benelli Panarea 125	2023	Rs. 	299900.0	124		Scooter	0 km	Brand new
1309	 Suzuki Avenis 125	2022	Rs. 	299900.0	124		Scooter	0 km	Brand new
1310	 Yamaha FZ-X	2022	Rs. 	299999.0	149		Sports Naked	15 km	Brand new
1311	 CFMoto 250NK	2019	Rs. 	300000.0	250		Sports Naked	28,000 km	Used
1312	 Cross X 250R	2018	Rs. 	300000.0	250		Dirt	3,000 km	Used
1313	 Bajaj Pulsar 220F	2023	Rs. 	300000.0	220		Sports	16,000 km	Used
1314	 Hero XPulse 200 4V	2023	Rs. 	300000.0	199		Dirt	40,000 km	Used
1315	 Yamaha MT-15	2021	Rs. 	300000.0	155		Sports Naked	26,000 km	Like new
1316	 Bajaj Pulsar 220F	2022	Rs. 	300000.0	220		Sports	28,000 km	Used
1317	 TVS Apache RTR 200 4V	2022	Rs. 	300000.0	198		Sports	28,500 km	Like new
1318	 Bajaj Pulsar N250	2022	Rs. 	300000.0	250		Sports Naked	12,500 km	Used
1319	 Yamaha R15 V3	2019	Rs. 	300000.0	155		Sports	21,000 km	Like new
1320	 Benelli TNT 300	2016	Rs. 	300000.0	300		Sports Naked	32,000 km	Used
1321	 Royal Enfield Bullet 350	2009	Rs. 	300000.0	346		Cruiser	40,858 km	Used
1322	 Zongshen ZT6	2024	Rs. 	300000.0	200		Commuter	1,355 km	Used
1323	 Aprilia SR 150	2023	Rs. 	300000.0	150		Scooter	200 km	Brand new
1324	 Bajaj Pulsar 220F	2022	Rs. 	300000.0	220		Sports	12,000 km	
1325	 KTM Duke 200	2016	Rs. 	300000.0	200		Sports Naked	30,000 km	Like new
1326	 Yamaha MT-15	2019	Rs. 	300000.0	155		Sports Naked	18,800 km	Used
1327	 Bajaj NS 200 FI ABS	2021	Rs. 	300000.0	200		Sports Naked	20,000 km	Used
1328	 Yamaha FZ 25	2018	Rs. 	300000.0	249		Sports Naked	20,000 km	Brand new
1329	 Yamaha R15 V3	2019	Rs. 	300000.0	155		Sports	42,000 km	Used
1330	 TVS Ntorq 125 Race XP	2023	Rs. 	300000.0	125		Scooter	4,000 km	Used
1331	 Bajaj Pulsar 220F	2021	Rs. 	300000.0	220		Sports	37,380 km	Used
1332	 Bajaj Pulsar 220F	2021	Rs. 	300000.0	220		Sports	15,300 km	Used
1333	 Yamaha FZS V2	2020	Rs. 	300000.0	149		Sports Naked	1,800 km	Used
1334	 Bajaj Pulsar N160	2022	Rs. 	300000.0	160		Sports Naked	8,130 km	Used
1335	 Bajaj NS 200 FI ABS	2022	Rs. 	300000.0	200		Sports Naked	7,000 km	Like new
1336	 TVS Ntorq 125 Disc	2025	Rs. 	300000.0	125		Scooter	457 km	Used
1337	 Bajaj Pulsar 220F	2022	Rs. 	300000.0	220		Sports	12,000 km	Brand new
1338	 Bajaj Avenger 160 Street	2021	Rs. 	300000.0	160		Cruiser	21,000 km	Used
1339	 Honda XR 150L	2016	Rs. 	300000.0	150		Dirt	30,000 km	Used
1340	 TVS Apache RTR 200 4V	2022	Rs. 	300000.0	198		Sports	11,000 km	Used
1341	 KTM Duke 200	2017	Rs. 	300000.0	200		Sports Naked	1,000 km	Used
1342	 Bajaj Pulsar 220F	2019	Rs. 	300000.0	220		Sports	25,000 km	Used
1343	 KTM Duke 200	2018	Rs. 	300000.0	200		Sports Naked	22,000 km	Used
1344	 Jawa Yezdi Forty Two	2020	Rs. 	300000.0	293		Cruiser	26,000 km	Like new
1345	 Bajaj NS 200 FI ABS	2022	Rs. 	300000.0	200		Sports Naked	13,300 km	
1346	 Honda XR 150L	2017	Rs. 	300000.0	150		Dirt	24,700 km	Used
1347	 Crossfire HJ 250	2020	Rs. 	300000.0	250		Dirt	15,000 km	Used
1348	 Honda XR 150L	2016	Rs. 	300000.0	150		Dirt	30,000 km	Used
1349	 Hero XPulse 200 4V	2022	Rs. 	300000.0	199		Dirt	28,500 km	Used
1350	 Aprilia SR 150	2023	Rs. 	300000.0	150		Scooter	150 km	Like new
1351	 Bajaj Avenger 160 Street	2022	Rs. 	300000.0	160		Cruiser	8,100 km	Used
1352	 Hero XTreme 160R	2021	Rs. 	300000.0	163		Commuter	11,700 km	Like new
1353	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	300000.0	200		Sports Naked	15,000 km	Brand new
1354	 Asian Beast Hyper X	2024	Rs. 	300000.0	250		Commuter	30 km	Like new
1355	 KTM Duke 200	2017	Rs. 	300000.0	200		Sports Naked	45,000 km	Used
1356	 Honda Grazia BS6	2023	Rs. 	302900.0	124		Scooter	0 km	Used
1357	 Hero Hunk 150R	2023	Rs. 	303000.0	150		Commuter	0 km	Brand new
1358	 Bajaj Pulsar N160	2022	Rs. 	305000.0	160		Sports Naked	6,700 km	Brand new
1359	 KTM Duke 200	2018	Rs. 	305000.0	200		Sports Naked	50,000 km	Used
1360	 Yamaha FZ 25	2021	Rs. 	305000.0	249		Sports Naked	17,000 km	Used
1361	 TVS Ntorq 125 Race XP	2024	Rs. 	305000.0	125		Scooter	1,514 km	Used
1362	 TVS Ntorq 125 Race Edition FI BSVI	2023	Rs. 	305900.0	125		Scooter	0 km	Used
1363	 Honda CB Unicorn 150	2023	Rs. 	308900.0	150		Commuter	0 km	Brand new
1364	 Yamaha R15 V3	2019	Rs. 	310000.0	155		Sports	20,000 km	Brand new
1365	 Crossfire HJ 250	2020	Rs. 	310000.0	250		Dirt	5,000 km	Used
1366	 Yamaha FZ V2	2022	Rs. 	310000.0	149		Sports Naked	3,200 km	
1367	 Bajaj Pulsar 220F	2023	Rs. 	310000.0	220		Sports	10,000 km	Used
1368	 Bajaj Pulsar NS 200	2022	Rs. 	310000.0	200		Sports Naked	13,400 km	Like new
1369	 Hero XPulse 200 4V	2022	Rs. 	310000.0	199		Dirt	26,000 km	Used
1370	 Royal Enfield Classic 500	2014	Rs. 	310000.0	499		Cruiser	30,000 km	Like new
1371	 Bajaj Pulsar 220F	2022	Rs. 	310000.0	220		Sports	11,000 km	Used
1372	 Bajaj NS 200 FI ABS	2023	Rs. 	310000.0	200		Sports Naked	7,500 km	Used
1373	 TVS Apache RTR 200 4V	2022	Rs. 	310000.0	198		Sports	5,000 km	Like new
1374	 TVS Apache RTR 200 4V	2023	Rs. 	310000.0	198		Sports	14,000 km	Used
1375	 Crossfire GR7 250	2019	Rs. 	310000.0	250		Dirt	3,300 km	Like new
1376	 Bajaj Pulsar NS 200	2022	Rs. 	310000.0	200		Sports Naked	10,000 km	Used
1377	 KTM RC 200	2018	Rs. 	310000.0	200		Sports	24 km	Used
1378	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	315000.0	200		Sports Naked	13,100 km	Used
1379	 Bajaj Pulsar 220F	2022	Rs. 	315000.0	220		Sports	10,000 km	Used
1380	 Bajaj Dominar 400	2017	Rs. 	315000.0	400		Sports	18,000 km	Used
1381	 Bajaj Pulsar N160	2023	Rs. 	315000.0	160		Sports Naked	2,000 km	Used
1382	 Crossfire HJ 250	2020	Rs. 	315000.0	250		Dirt	5,000 km	Used
1383	 Crossfire Tracker 250	2021	Rs. 	315000.0	250		Dirt	7,893 km	Used
1384	 Crossfire GR7 250	2019	Rs. 	315000.0	250		Dirt	3,300 km	Used
1385	 Bajaj Pulsar 220F	2024	Rs. 	315000.0	220		Sports	7,000 km	Used
1386	 Bajaj Pulsar NS 200 ABS	2023	Rs. 	315000.0	200		Sports Naked	5,000 km	Like new
1387	 Benelli TNT 300	2016	Rs. 	315000.0	300		Sports Naked	32,500 km	
1388	 Hero XPulse 200 4V	2022	Rs. 	319000.0	199		Dirt	14,000 km	Used
1389	 Benelli TNT 300	2016	Rs. 	319000.0	300		Sports Naked	0 km	Used
1390	 Royal Enfield Bullet 350	2014	Rs. 	320000.0	346		Cruiser	24,000 km	Used
1391	 KTM Duke 200	2018	Rs. 	320000.0	200		Sports Naked	28,100 km	Used
1392	 Yamaha FZS V3	2022	Rs. 	320000.0	149		Sports Naked	18,000 km	Like new
1393	 Crossfire XZ 250R	2019	Rs. 	320000.0	250		Dirt	20,000 km	Used
1394	 KTM Duke 250	2017	Rs. 	320000.0	249		Sports Naked	16,000 km	Used
1395	 Royal Enfield Bullet 350	2017	Rs. 	320000.0	346		Cruiser	29,000 km	Used
1396	 Bajaj Pulsar 220F	2023	Rs. 	320000.0	220		Sports	10,000 km	Used
1397	 Royal Enfield Classic 350	2017	Rs. 	320000.0	346		Cruiser	27,000 km	Used
1398	 Crossfire Tracker 250	2023	Rs. 	320000.0	250		Dirt	379 km	Used
1399	 TVS Apache RTR 200 4V	2021	Rs. 	320000.0	198		Sports	19,000 km	Brand new
1400	 TVS Apache RTR 200 4V	2021	Rs. 	320000.0	198		Sports	13,450 km	Used
1401	 Benelli 302S	2016	Rs. 	320000.0	300		Sports Naked	0 km	Used
1402	 TVS Apache RTR 160 4V	2023	Rs. 	320900.0	160		Sports	0 km	Used
1403	 TVS Ntorq 125 Race XP	2023	Rs. 	320900.0	125		Scooter	0 km	Brand new
1404	 Bajaj Pulsar 220F	2022	Rs. 	325000.0	220		Sports	8,000 km	Brand new
1405	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2022	Rs. 	325000.0	200		Sports Naked	13,000 km	Used
1406	 Bajaj Pulsar N160	2023	Rs. 	325000.0	160		Sports Naked	1,600 km	Used
1407	 Motorhead MH 200X	2021	Rs. 	325000.0	200		Dirt	10,800 km	Used
1408	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	325000.0	200		Sports Naked	6,000 km	
1409	 Suzuki Gixxer 150	2023	Rs. 	325000.0	155		Sports	4,500 km	Used
1410	 Royal Enfield Classic 500	2017	Rs. 	325000.0	499		Cruiser	35,000 km	Brand new
1411	 Cross X 250SE Motard	2017	Rs. 	327000.0	250		Dirt	0 km	Used
1412	 Honda CBR 250R	2016	Rs. 	328000.0	250		Sports	24,000 km	Used
1413	 Suzuki Intruder	2018	Rs. 	329900.0	155		Cruiser	0 km	Used
1414	 Bajaj Pulsar N250	2023	Rs. 	330000.0	250		Sports Naked	4,000 km	Brand new
1415	 Honda Dio	2024	Rs. 	330000.0	110		Scooter	3,500 km	Used
1416	 TVS Apache RTR 200 4V	2022	Rs. 	330000.0	198		Sports	13,000 km	Like new
1417	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2021	Rs. 	330000.0	200		Sports Naked	15,000 km	Used
1418	 Motorhead Scrambler 250	2021	Rs. 	330000.0	250		Scrambler	1 km	Used
1419	 Crossfire HJ 250	2021	Rs. 	330000.0	250		Dirt	3,000 km	Brand new
1420	 Bajaj Pulsar 220F	2024	Rs. 	335000.0	220		Sports	6 km	Used
1421	 ItalicaMoto Formula 150	2023	Rs. 	335000.0	150		Scooter	0 km	Like new
1422	 Benelli 180S	2021	Rs. 	335000.0	175		Sports Naked	2,500 km	Brand new
1423	 Yamaha R15 V3	2019	Rs. 	338000.0	155		Sports	26,000 km	Like new
1424	 Yamaha FZ V2	2023	Rs. 	339900.0	149		Sports Naked	0 km	Used
1425	 Aprilia SR 160	2024	Rs. 	340000.0	160		Commuter	2,700 km	Brand new
1426	 Royal Enfield Classic 350	2018	Rs. 	340000.0	346		Cruiser	27,000 km	Like new
1427	 Benelli TNT 300	2016	Rs. 	340000.0	300		Sports Naked	33,000 km	Used
1428	 Yamaha MT-15	2021	Rs. 	345000.0	155		Sports Naked	29,000 km	Used
1429	 Honda XR 150L	2019	Rs. 	345000.0	150		Dirt	18,800 km	
1430	 Honda CBR 250R	2017	Rs. 	345000.0	250		Sports	0 km	Used
1431	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	349999.0	200		Sports Naked	11,000 km	Used
1432	 Bajaj Pulsar N250	2023	Rs. 	349999.0	250		Sports Naked	22,000 km	Brand new
1433	 Husqvarna Svartpilen 250	2021	Rs. 	350000.0	249		Scrambler	14,000 km	Used
1434	 Royal Enfield Classic 350	2017	Rs. 	350000.0	346		Cruiser	16,000 km	Used
1435	 Suzuki Gixxer SF 250	2021	Rs. 	350000.0	249		Sports	13,000 km	Used
1436	 Crossfire HJ 250	2021	Rs. 	350000.0	250		Dirt	4,000 km	Used
1437	 Crossfire HJ 250	2021	Rs. 	350000.0	250		Dirt	10,000 km	Used
1438	 Benelli TNT 300	2016	Rs. 	350000.0	300		Sports Naked	30,000 km	Used
1439	 Bajaj Pulsar 220F	2023	Rs. 	350000.0	220		Sports	5,600 km	Used
1440	 Yamaha FZS V3	2021	Rs. 	350000.0	149		Sports Naked	5,000 km	Used
1441	 Yamaha R15 V3	2021	Rs. 	350000.0	155		Sports	11,500 km	Used
1442	 KTM Duke 250	2019	Rs. 	350000.0	249		Sports Naked	31,000 km	Like new
1443	 Yamaha R15 V4	2022	Rs. 	350000.0	155		Sports	22,000 km	Used
1444	 KTM Duke 200	2018	Rs. 	350000.0	200		Sports Naked	21 km	Used
1445	 Hero XPulse 200	2021	Rs. 	350000.0	199		Dirt	4,000 km	Like new
1446	 Yamaha MT-15	2021	Rs. 	350000.0	155		Sports Naked	16,000 km	Used
1447	 Royal Enfield Bullet 350	2018	Rs. 	350000.0	346		Cruiser	38,000 km	Used
1448	 Crossfire XZ 250R	2016	Rs. 	350000.0	250		Dirt	35,000 km	Used
1449	 Bajaj Pulsar 220F	2023	Rs. 	350000.0	220		Sports	5,600 km	Used
1450	 Benelli 302R	2017	Rs. 	350000.0	300		Sports	35,000 km	
1451	 TVS Apache RTR 200 4V	2022	Rs. 	350000.0	198		Sports	5,000 km	Used
1452	 Yamaha FZ 25	2020	Rs. 	350000.0	249		Sports Naked	17,000 km	Brand new
1453	 Bajaj Pulsar 220F	2023	Rs. 	350000.0	220		Sports	2,000 km	Like new
1454	 Bajaj NS 200 FI ABS	2023	Rs. 	350000.0	200		Sports Naked	15,000 km	Used
1455	 Royal Enfield Classic 350	2018	Rs. 	350000.0	346		Cruiser	40,000 km	Used
1456	 Cross X 250SE Motard	2018	Rs. 	350000.0	250		Dirt	11,500 km	Like new
1457	 Benelli TNT 300	2016	Rs. 	350000.0	300		Sports Naked	25,000 km	Used
1458	 Yamaha R15 V3	2022	Rs. 	350000.0	155		Sports	24,000 km	Used
1459	 Bajaj Pulsar 220F	2021	Rs. 	350000.0	220		Sports	16,000 km	Used
1460	 Bajaj Pulsar N160	2024	Rs. 	350000.0	160		Sports Naked	7,000 km	Used
1461	 Honda CB Hornet 160R	2023	Rs. 	352900.0	163		Sports Naked	0 km	Like new
1462	 Yamaha MT-15	2021	Rs. 	355000.0	155		Sports Naked	0 km	Brand new
1463	 TVS Apache RTR 160 4V Refresh	2023	Rs. 	359900.0	160		Sports	0 km	Used
1464	 KTM Duke 250	2017	Rs. 	360000.0	249		Sports Naked	20,000 km	Brand new
1465	 Bajaj Pulsar N160	2023	Rs. 	360000.0	160		Sports Naked	1,250 km	Used
1466	 Yamaha FZ-X	2023	Rs. 	360000.0	149		Sports Naked	10,000 km	Brand new
1467	 Suzuki Gixxer 250	2019	Rs. 	360000.0	249		Sports	20,000 km	Used
1468	 KTM Duke 200	2021	Rs. 	360000.0	200		Sports Naked	29,000 km	Used
1469	 Yamaha FZ 25	2022	Rs. 	360000.0	249		Sports Naked	28,000 km	Like new
1470	 Suzuki Gixxer 150	2023	Rs. 	362900.0	155		Sports	0 km	Used
1471	 Royal Enfield Classic 350	2018	Rs. 	365000.0	346		Cruiser	20,890 km	
1472	 KTM Duke 200	2019	Rs. 	365000.0	200		Sports Naked	32,000 km	Used
1473	 Yamaha FZS V2	2023	Rs. 	365900.0	149		Sports Naked	0 km	Used
1474	 Bajaj Pulsar N160	2024	Rs. 	368000.0	160		Sports Naked	1,800 km	Brand new
1475	 Bajaj Avenger 160 Street	2023	Rs. 	368900.0	160		Cruiser	0 km	Like new
1476	 Bajaj Dominar 400	2021	Rs. 	370000.0	400		Sports	17,000 km	Brand new
1477	 Motorhead Scrambler 250	2023	Rs. 	370000.0	250		Scrambler	10,000 km	Like new
1478	 Royal Enfield Classic 350	2017	Rs. 	370000.0	346		Cruiser	32,500 km	Used
1479	 Yamaha MT-15	2021	Rs. 	370000.0	155		Sports Naked	32,000 km	Used
1480	 Bajaj Pulsar 220F	2023	Rs. 	370000.0	220		Sports	5,500 km	Used
1481	 Royal Enfield Classic 350	2017	Rs. 	370000.0	346		Cruiser	33,000 km	Used
1482	 Zontes ZT 125 U1	2023	Rs. 	370000.0	125		Commuter	10,000 km	Used
1483	 Hero XPulse 200 4V	2023	Rs. 	370000.0	199		Dirt	16,000 km	Like new
1484	 Zontes ZT 125 U1	2023	Rs. 	370000.0	125		Commuter	9,000 km	Used
1485	 TVS Apache RTR 160 4V Refresh	2023	Rs. 	370000.0	160		Sports	4,200 km	Used
1486	 Crossfire Tracker 250	2023	Rs. 	370000.0	250		Dirt	0 km	Used
1487	 Royal Enfield Classic 500	2018	Rs. 	370000.0	499		Cruiser	36,000 km	Brand new
1488	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	370000.0	200		Sports Naked	1,800 km	Used
1489	 Bajaj Pulsar N160	2024	Rs. 	370000.0	160		Sports Naked	700 km	Like new
1490	 Yamaha R15 V3	2021	Rs. 	370000.0	155		Sports	12,000 km	Like new
1491	 Crossfire HJ 250	2021	Rs. 	370000.0	250		Dirt	8,000 km	Like new
1492	 Zontes ZT 155 U1	2023	Rs. 	370000.0	155		Commuter	18 km	
1493	 Yamaha MT-15	2021	Rs. 	370000.0	155		Sports Naked	16,800 km	Like new
1494	 Hero XPulse 200 4V	2024	Rs. 	370000.0	199		Dirt	10,000 km	Like new
1495	 Bajaj NS 200 FI ABS	2024	Rs. 	370000.0	200		Sports Naked	4,000 km	Brand new
1496	 Bajaj Pulsar 220F	2023	Rs. 	375000.0	220		Sports	8,200 km	Brand new
1497	 Bajaj Pulsar N160	2023	Rs. 	375000.0	160		Sports Naked	4,000 km	Brand new
1498	 Crossfire HJ 250	2020	Rs. 	375000.0	250		Dirt	16,000 km	Like new
