ID	Bike_Name	bike_model_year	Bike_Currency	Bike_Price	bike_power_cc	bike_power_watt	bike_type	bike_distance	condition
616	 Yamaha FZ 25	2017	Rs. 	160000.0	249		Sports Naked	55,000 km	Like new
617	 TVS Ntorq 125 Disc	2019	Rs. 	160000.0	125		Scooter	15,000 km	Used
618	 Motorhead X Torque 250	2020	Rs. 	160000.0	250		Dirt	14,000 km	Used
619	 Honda Activa 125	2018	Rs. 	160000.0	124		Scooter	36,521 km	Used
620	 TVS Ntorq 125 Race Edition FI BSVI	2020	Rs. 	160000.0	125		Scooter	24,000 km	Like new
621	 Bajaj Pulsar 150	2020	Rs. 	160000.0	150		Sports Naked	33,000 km	Used
622	 Bajaj Pulsar 220F	2017	Rs. 	160000.0	220		Sports	6,000 km	Used
623	 Aprilia SR 150	2021	Rs. 	160000.0	150		Scooter	19,300 km	Used
624	 Honda Aviator	2021	Rs. 	160000.0	110		Scooter	0 km	Used
625	 Vespa SXL	2018	Rs. 	160000.0	150		Scooter	32,000 km	Used
626	 Honda CB Shine SP	2022	Rs. 	160000.0	124		Commuter	30,500 km	Used
627	 Honda Grazia BS4	2020	Rs. 	160000.0	124		Scooter	21,000 km	Used
628	 Yamaha FZS V2	2018	Rs. 	160000.0	149		Sports Naked	28,000 km	Used
629	 Honda CB Shine	2019	Rs. 	160000.0	124		Commuter	35,000 km	Used
630	 TVS Apache RTR 160 4V	2019	Rs. 	160000.0	160		Sports	19,756 km	Used
631	 Hero Hunk 150R	2021	Rs. 	160000.0	150		Commuter	4,500 km	
632	 TVS Ntorq 125 Disc	2022	Rs. 	160000.0	125		Scooter	14,000 km	Like new
633	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	160000.0	200		Sports Naked	26,000 km	Like new
634	 Aprilia Storm 125	2021	Rs. 	160000.0	125		Scooter	7,000 km	Used
635	 Honda Aviator	2020	Rs. 	160000.0	110		Scooter	10,500 km	Used
636	 Honda Grazia BS4	2020	Rs. 	160000.0	124		Scooter	23,000 km	Used
637	 Bajaj Pulsar 220F	2016	Rs. 	160000.0	220		Sports	58,000 km	Used
638	 TVS Ntorq 125 Race Edition FI BSVI	2020	Rs. 	160000.0	125		Scooter	24,000 km	Used
639	 Bajaj Pulsar 150	2018	Rs. 	160000.0	150		Sports Naked	75,000 km	Used
640	 Aprilia SR 150	2021	Rs. 	160000.0	150		Scooter	19,300 km	Used
641	 Bajaj Pulsar 150	2019	Rs. 	160000.0	150		Sports Naked	24,000 km	Used
642	 Yamaha R15 V2	2014	Rs. 	160000.0	149		Sports	45,000 km	Used
643	 Bajaj Pulsar NS 200	2018	Rs. 	160000.0	200		Sports Naked	52,000 km	Used
644	 Aprilia SR 150	2020	Rs. 	160000.0	150		Scooter	20,000 km	Used
645	 Honda CB Hornet 160R	2018	Rs. 	160000.0	163		Sports Naked	40,000 km	Used
646	 Bajaj Pulsar 150	2016	Rs. 	160000.0	150		Sports Naked	29,825 km	Used
647	 Honda CB Shine SP	2020	Rs. 	160000.0	124		Commuter	45,000 km	Used
648	 Bajaj Pulsar NS 200	2018	Rs. 	160000.0	200		Sports Naked	37,600 km	Like new
649	 Yamaha FZ V2	2019	Rs. 	160000.0	149		Sports Naked	60,000 km	Like new
650	 Hero Super Splendor	2021	Rs. 	162000.0	125		Commuter	16,000 km	Used
651	 Yamaha FZ 25	2017	Rs. 	164999.0	249		Sports Naked	26,000 km	Used
652	 Yamaha FZ 25	2018	Rs. 	165000.0	249		Sports Naked	25,000 km	
653	 Bajaj Pulsar 180	2012	Rs. 	165000.0	179		Sports	19,000 km	Used
654	 Bajaj Pulsar 150	2019	Rs. 	165000.0	150		Sports Naked	37,000 km	Used
655	 TVS Ntorq 125 Drum	2023	Rs. 	165000.0	125		Scooter	25,000 km	Like new
656	 Bajaj Pulsar NS 200	2017	Rs. 	165000.0	200		Sports Naked	42,000 km	Like new
657	 Bajaj Pulsar NS 200	2019	Rs. 	165000.0	200		Sports Naked	50,500 km	Used
658	 TVS Ntorq 125 Drum	2019	Rs. 	165000.0	125		Scooter	42,523 km	Used
659	 TVS Ntorq 125 Disc	2020	Rs. 	165000.0	125		Scooter	21,600 km	Used
660	 Bajaj Avenger 220 Cruise	2017	Rs. 	165000.0	220		Cruiser	33,000 km	Used
661	 Honda Dio	2020	Rs. 	165000.0	110		Scooter	0 km	Used
662	 TVS Apache RTR 200 4V	2017	Rs. 	165000.0	198		Sports	37,912 km	Used
663	 Bajaj Pulsar 220F	2018	Rs. 	165000.0	220		Sports	60,000 km	Used
664	 Yamaha FZS V2	2017	Rs. 	165000.0	149		Sports Naked	28,000 km	Used
665	 Yamaha FZS V2	2018	Rs. 	165000.0	149		Sports Naked	22,000 km	Like new
666	 TVS Ntorq 125 Super Squad	2021	Rs. 	165000.0	125		Scooter	3,500 km	Used
667	 Bajaj Pulsar NS 200	2018	Rs. 	165000.0	200		Sports Naked	31,500 km	Like new
668	 Yamaha YZF R3	2017	Rs. 	165000.0	321		Sports	35,000 km	Used
669	 Bajaj Pulsar NS 200	2018	Rs. 	165000.0	200		Sports Naked	27 km	Used
670	 Yamaha FZ 25	2017	Rs. 	165000.0	249		Sports Naked	22,000 km	Used
671	 Bajaj Pulsar 150TD	2022	Rs. 	165990.0	150		Commuter	40,000 km	Used
672	 Motorhead Sports 250	2022	Rs. 	169000.0	250		Sports	18,908 km	Used
673	 Bajaj Pulsar NS 200	2017	Rs. 	170000.0	200		Sports Naked	39,000 km	
674	 TVS Ntorq 125 Disc	2021	Rs. 	170000.0	125		Scooter	12,000 km	Used
675	 Honda Grazia BS4	2021	Rs. 	170000.0	124		Scooter	23,000 km	Used
676	 TVS Ntorq 125 Drum	2023	Rs. 	170000.0	125		Scooter	18,000 km	Like new
677	 Aprilia SR 150	2021	Rs. 	170000.0	150		Scooter	28,000 km	Like new
678	 Royal Enfield Classic 350	2019	Rs. 	170000.0	346		Cruiser	25,000 km	Used
679	 Aprilia Storm 125	2024	Rs. 	170000.0	125		Scooter	9,000 km	Brand new
680	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	170000.0	200		Sports Naked	25,000 km	Brand new
681	 Bajaj Avenger 220 Cruise	2017	Rs. 	170000.0	220		Cruiser	38,000 km	Used
682	 Bajaj Pulsar NS 200	2017	Rs. 	170000.0	200		Sports Naked	24,000 km	Like new
683	 Motorhead Sports 250	2019	Rs. 	170000.0	250		Sports	17,000 km	Used
684	 TVS Apache RTR 160 4V	2019	Rs. 	170000.0	160		Sports	31,000 km	Used
685	 Hero XPulse 200T	2020	Rs. 	170000.0	199		Dirt	24,150 km	Used
686	 Benelli TNT 150i	2022	Rs. 	170000.0	148		Sports Naked	40,000 km	Used
687	 Bajaj Pulsar NS 160	2021	Rs. 	170000.0	160		Sports Naked	18,000 km	Like new
688	 Yamaha FZ 25	2017	Rs. 	170000.0	249		Sports Naked	45,000 km	Used
689	 TVS Ntorq 125 Disc	2021	Rs. 	170000.0	125		Scooter	25,000 km	Used
690	 Hero Super Splendor	2022	Rs. 	170000.0	125		Commuter	21,500 km	Used
691	 Yamaha Fascino	2018	Rs. 	170000.0	113		Scooter	15,000 km	Like new
692	 Yamaha Ray ZR	2021	Rs. 	170000.0	113		Scooter	19,000 km	Used
693	 Yamaha FZS V3	2019	Rs. 	170000.0	149		Sports Naked	45,000 km	Used
694	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	170000.0	200		Sports Naked	25,000 km	
695	 Bajaj Pulsar NS 200	2017	Rs. 	170000.0	200		Sports Naked	24,000 km	Used
696	 Hero XPulse 200	2021	Rs. 	170000.0	199		Dirt	37,025 km	Used
697	 Benelli TNT 150i	2021	Rs. 	170000.0	148		Sports Naked	29,000 km	Used
698	 Hero XPulse 200T	2020	Rs. 	170000.0	199		Dirt	24,150 km	Used
699	 Bajaj Pulsar NS 200 ABS	2017	Rs. 	170000.0	200		Sports Naked	42,500 km	Used
700	 Hero Super Splendor	2022	Rs. 	170000.0	125		Commuter	21,500 km	Used
701	 Bajaj Pulsar NS 200	2018	Rs. 	170000.0	200		Sports Naked	45,000 km	Like new
702	 Aprilia SR 150	2021	Rs. 	170000.0	150		Scooter	28,000 km	Used
703	 Motorhead MH 200X	2020	Rs. 	170000.0	200		Dirt	25,000 km	Used
704	 Honda Grazia BS4	2023	Rs. 	170000.0	124		Scooter	5,000 km	Used
705	 Bajaj Pulsar 150	2021	Rs. 	172000.0	150		Sports Naked	14,500 km	Brand new
706	 Yamaha FZ 25	2017	Rs. 	172000.0	249		Sports Naked	19,000 km	Used
707	 Yamaha Ray ZR 125 FI	2020	Rs. 	173000.0	125		Scooter	16,000 km	Used
708	 Honda Aviator	2021	Rs. 	174999.0	110		Scooter	11,000 km	Used
709	 Bajaj Pulsar NS 200	2018	Rs. 	174999.0	200		Sports Naked	17,000 km	Used
710	 TVS Ntorq 125 Race Edition	2020	Rs. 	175000.0	125		Scooter	29,000 km	Used
711	 Honda Dio	2022	Rs. 	175000.0	110		Scooter	10,000 km	Used
712	 Yamaha FZS V3	2019	Rs. 	175000.0	149		Sports Naked	55,700 km	Like new
713	 Yamaha FZS V3	2020	Rs. 	175000.0	149		Sports Naked	50,000 km	Like new
714	 Vespa LX	2021	Rs. 	175000.0	125		Scooter	12,000 km	Used
715	 Vespa LX	2021	Rs. 	175000.0	125		Scooter	12,000 km	
716	 Honda Grazia BS4	2021	Rs. 	175000.0	124		Scooter	14,000 km	Used
717	 Honda Grazia BS4	2021	Rs. 	175000.0	124		Scooter	20,000 km	Used
718	 Yamaha FZS V3	2019	Rs. 	175000.0	149		Sports Naked	55,700 km	Like new
719	 Bajaj Pulsar NS 200	2018	Rs. 	175000.0	200		Sports Naked	13,700 km	Like new
720	 Hero XPulse 200	2021	Rs. 	175000.0	199		Dirt	50,000 km	Used
721	 Bajaj Pulsar NS 200	2019	Rs. 	175000.0	200		Sports Naked	19,000 km	Used
722	 Yamaha FZS V3	2019	Rs. 	175000.0	149		Sports Naked	7,200 km	Used
723	 TVS Ntorq 125 Race Edition	2021	Rs. 	175000.0	125		Scooter	13,000 km	Used
724	 Yamaha FZS V2	2017	Rs. 	175000.0	149		Sports Naked	50 km	Used
725	 Honda Dio	2022	Rs. 	175000.0	110		Scooter	10,000 km	Used
726	 Aprilia SR 150	2021	Rs. 	178000.0	150		Scooter	12,000 km	Like new
727	 Honda Grazia BS4	2021	Rs. 	179000.0	124		Scooter	13,000 km	Like new
728	 TVS Raider 125	2022	Rs. 	179999.0	125		Commuter	12,000 km	Used
729	 Bajaj Pulsar 220F	2017	Rs. 	180000.0	220		Sports	45,000 km	Used
730	 Bajaj NS 200 FI ABS	2021	Rs. 	180000.0	200		Sports Naked	27,699 km	Used
731	 Hero XPulse 200	2020	Rs. 	180000.0	199		Dirt	49,000 km	Used
732	 TVS Apache RTR 160 4V	2019	Rs. 	180000.0	160		Sports	20,000 km	Used
733	 Bajaj Pulsar 150	2023	Rs. 	180000.0	150		Sports Naked	24,000 km	Used
734	 Bajaj Pulsar 150	2021	Rs. 	180000.0	150		Sports Naked	25,000 km	Like new
735	 Bajaj Pulsar 150TD	2019	Rs. 	180000.0	150		Commuter	16,000 km	Like new
736	 Yamaha Ray ZR Street Rally 125 FI	2021	Rs. 	180000.0	125		Scooter	21,500 km	
737	 Honda CB Shine	2021	Rs. 	180000.0	124		Commuter	22,000 km	Like new
738	 Suzuki Gixxer 150	2020	Rs. 	180000.0	155		Sports	0 km	Used
739	 Bajaj Pulsar 220F	2017	Rs. 	180000.0	220		Sports	45,000 km	Used
740	 Yamaha FZS V3	2019	Rs. 	180000.0	149		Sports Naked	0 km	Used
741	 TVS Ntorq 125 Race Edition	2022	Rs. 	180000.0	125		Scooter	11,600 km	Used
742	 Honda CB Shine	2019	Rs. 	180000.0	124		Commuter	22,000 km	Used
743	 Bajaj Platina 100 ES	2023	Rs. 	180000.0	100		Commuter	15 km	Used
744	 KTM Duke 200	2014	Rs. 	180000.0	200		Sports Naked	25,000 km	Used
745	 Bajaj Pulsar 150	2018	Rs. 	180000.0	150		Sports Naked	34,000 km	Like new
746	 Honda Dio	2021	Rs. 	180000.0	110		Scooter	11,100 km	Used
747	 Bajaj Pulsar 150	2023	Rs. 	180000.0	150		Sports Naked	24,000 km	Used
748	 Aprilia Storm 125	2021	Rs. 	180000.0	125		Scooter	10,000 km	Like new
749	 CFMoto 150NK	2021	Rs. 	180000.0	150		Sports Naked	14,000 km	Used
750	 Suzuki Gixxer SF 150	2020	Rs. 	180000.0	155		Sports	7,000 km	Used
751	 Hartford VR 220H	2018	Rs. 	180000.0	223		Commuter	12,000 km	Used
752	 Yamaha FZ V2	2020	Rs. 	180000.0	149		Sports Naked	32,000 km	Used
753	 Bajaj Pulsar NS 200	2017	Rs. 	180000.0	200		Sports Naked	3,200 km	Used
754	 Bajaj Pulsar 150	2020	Rs. 	180000.0	150		Sports Naked	16,000 km	Used
755	 Yamaha FZS V2	2020	Rs. 	180000.0	149		Sports Naked	15,000 km	Like new
756	 Vespa Notte	2021	Rs. 	180000.0	125		Scooter	5,200 km	Used
757	 Bajaj Pulsar 150	2020	Rs. 	180000.0	150		Sports Naked	16,000 km	
758	 TVS Apache RTR 200 4V	2019	Rs. 	180000.0	198		Sports	34,000 km	Like new
759	 Aprilia Storm 125	2019	Rs. 	180000.0	125		Scooter	22,000 km	Used
760	 Hero Super Splendor	2021	Rs. 	180000.0	125		Commuter	15,000 km	Used
761	 Hero XPulse 200	2020	Rs. 	180000.0	199		Dirt	28,000 km	Used
762	 Bajaj NS 200 FI ABS	2021	Rs. 	180000.0	200		Sports Naked	27,699 km	Used
763	 Vespa Notte	2021	Rs. 	180000.0	125		Scooter	5,200 km	Used
764	 Yamaha FZS V3	2024	Rs. 	180000.0	149		Sports Naked	44,000 km	Used
765	 Yamaha FZS V2	2019	Rs. 	180000.0	149		Sports Naked	20,800 km	Used
766	 Bajaj Pulsar NS 200	2019	Rs. 	180000.0	200		Sports Naked	37,000 km	Used
767	 TVS Ntorq 125 Race Edition	2022	Rs. 	180000.0	125		Scooter	20,500 km	Used
768	 Bajaj Pulsar 220F	2017	Rs. 	180000.0	220		Sports	45,000 km	Used
769	 Yamaha Ray ZR Street Rally 125 FI	2021	Rs. 	180000.0	125		Scooter	21,500 km	Used
770	 Yamaha FZS V2	2019	Rs. 	180000.0	149		Sports Naked	40,000 km	Like new
771	 TVS Ntorq 125 Race Edition	2021	Rs. 	180000.0	125		Scooter	15,000 km	Used
772	 Bajaj Pulsar 150	2023	Rs. 	180000.0	150		Sports Naked	24,000 km	Used
773	 TVS Ntorq 125 Disc	2021	Rs. 	180000.0	125		Scooter	14,000 km	Like new
774	 Motorhead MH 200X	2020	Rs. 	180000.0	200		Dirt	7,290 km	Used
775	 Yamaha FZ V2	2017	Rs. 	180000.0	149		Sports Naked	39,000 km	Used
776	 Honda CB Shine	2021	Rs. 	180000.0	124		Commuter	22,000 km	Like new
777	 KTM Duke 200	2013	Rs. 	185000.0	200		Sports Naked	39,745 km	Used
778	 KTM Duke 200	2014	Rs. 	185000.0	200		Sports Naked	55,000 km	
779	 Bajaj Pulsar NS 200	2019	Rs. 	185000.0	200		Sports Naked	18,000 km	Used
780	 TVS Ntorq 125 Super Squad	2021	Rs. 	185000.0	125		Scooter	27,000 km	Used
781	 Honda CB Shine	2019	Rs. 	185000.0	124		Commuter	1,123 km	Used
782	 TVS Apache RTR 200 4V	2020	Rs. 	185000.0	198		Sports	30,000 km	Used
783	 TVS Ntorq 125 Super Squad	2021	Rs. 	185000.0	125		Scooter	15,000 km	Used
784	 TVS Apache RTR 160 2V	2021	Rs. 	185000.0	160		Sports	26,500 km	Like new
785	 TVS Raider 125	2023	Rs. 	185000.0	125		Commuter	18,000 km	Used
786	 TVS Raider 125	2022	Rs. 	185000.0	125		Commuter	42,000 km	Used
787	 Honda Grazia BS4	2021	Rs. 	185000.0	124		Scooter	0 km	Like new
788	 KTM RC 200	2014	Rs. 	185000.0	200		Sports	53,000 km	Used
789	 KTM Duke 200	2013	Rs. 	185000.0	200		Sports Naked	39,745 km	Used
790	 Yamaha Ray ZR 125 FI	2020	Rs. 	189000.0	125		Scooter	19,000 km	Used
791	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	190000.0	200		Sports Naked	30,000 km	Used
792	 Honda CB Shine SP	2019	Rs. 	190000.0	124		Commuter	15,000 km	Used
793	 Yamaha Ray ZR 125 FI	2020	Rs. 	190000.0	125		Scooter	15,000 km	Used
794	 Honda Dio	2022	Rs. 	190000.0	110		Scooter	10 km	Used
795	 Aprilia SR 150	2018	Rs. 	190000.0	150		Scooter	5,400 km	Like new
796	 Crossfire GR7 250	2019	Rs. 	190000.0	250		Dirt	14,000 km	Like new
797	 TVS Raider 125	2022	Rs. 	190000.0	125		Commuter	14,000 km	Like new
798	 Suzuki Gixxer 150	2017	Rs. 	190000.0	155		Sports	20,000 km	Used
799	 TVS Apache RTR 160 4V	2021	Rs. 	190000.0	160		Sports	14,000 km	
800	 Hero XPulse 200	2019	Rs. 	190000.0	199		Dirt	29,000 km	Used
801	 Aprilia SR 150	2020	Rs. 	190000.0	150		Scooter	8,500 km	Used
802	 TVS Ntorq 125 Race Edition	2021	Rs. 	190000.0	125		Scooter	9,000 km	Used
803	 Crossfire Tracker 250	2021	Rs. 	190000.0	250		Dirt	15,000 km	Used
804	 Yadea T9	2023	Rs. 	190000.0		2,000 	Scooter	7,000 km	Used
805	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2021	Rs. 	190000.0	200		Sports Naked	22,000 km	Like new
806	 Yamaha FZS V3	2019	Rs. 	190000.0	149		Sports Naked	28,000 km	Used
807	 KTM Duke 200	2015	Rs. 	190000.0	200		Sports Naked	27,000 km	Like new
808	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	190000.0	200		Sports Naked	30,000 km	Used
809	 Bajaj Pulsar 220F	2016	Rs. 	190000.0	220		Sports	51,000 km	Used
810	 Hero XPulse 200	2019	Rs. 	190000.0	199		Dirt	29,000 km	Used
811	 TVS Ntorq 125 Race Edition	2021	Rs. 	190000.0	125		Scooter	10,000 km	Used
812	 Bajaj Avenger 220 Cruise	2019	Rs. 	190000.0	220		Cruiser	53,000 km	Used
813	 Aprilia SR 150	2018	Rs. 	190000.0	150		Scooter	5,400 km	Like new
814	 Yamaha FZS V3	2019	Rs. 	190000.0	149		Sports Naked	70,000 km	Like new
815	 TVS Apache RTR 160 4V	2019	Rs. 	190000.0	160		Sports	40,000 km	Used
816	 Yamaha FZ V2	2020	Rs. 	190000.0	149		Sports Naked	28,000 km	Used
817	 Yamaha FZ 25	2018	Rs. 	190000.0	249		Sports Naked	55,000 km	Used
818	 Bajaj Pulsar NS 160	2020	Rs. 	190000.0	160		Sports Naked	40,500 km	Like new
819	 Honda Dio	2022	Rs. 	190000.0	110		Scooter	10 km	Used
820	 Honda CBR 250R	2013	Rs. 	190000.0	250		Sports	37,000 km	
821	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	190000.0	200		Sports Naked	30,000 km	Used
822	 Yadea T9	2023	Rs. 	190000.0		2,000 	Scooter	7,000 km	Used
823	 KTM RC 200	2015	Rs. 	193000.0	200		Sports	0 km	Like new
824	 Yamaha FZS V3	2019	Rs. 	195000.0	149		Sports Naked	27,000 km	Used
825	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	195000.0	200		Sports Naked	25,000 km	Used
826	 Aprilia Storm 125	2023	Rs. 	195000.0	125		Scooter	5,500 km	Used
827	 TVS Raider 125	2021	Rs. 	195000.0	125		Commuter	16,000 km	Used
828	 Honda Grazia BS6	2021	Rs. 	195000.0	124		Scooter	22,000 km	Used
829	 Honda Grazia BS6	2019	Rs. 	195000.0	124		Scooter	1,600 km	Like new
830	 Bajaj Pulsar 150	2022	Rs. 	195000.0	150		Sports Naked	11,600 km	Like new
831	 Yamaha FZS V3	2020	Rs. 	195000.0	149		Sports Naked	30,000 km	Used
832	 Bajaj Pulsar 150	2021	Rs. 	195000.0	150		Sports Naked	17,000 km	Used
833	 Honda Aviator	2022	Rs. 	195000.0	110		Scooter	7,500 km	Used
834	 TVS Apache RTR 160 4V Refresh	2020	Rs. 	195500.0	160		Sports	41,000 km	Brand new
835	 Bajaj Pulsar 150TD	2020	Rs. 	198500.0	150		Commuter	24,000 km	Used
836	 CFMoto 250NK	2018	Rs. 	199000.0	250		Sports Naked	0 km	Used
837	 Bajaj Pulsar NS 200	2019	Rs. 	199000.0	200		Sports Naked	23,000 km	Used
838	 Yamaha FZS V3	2019	Rs. 	199000.0	149		Sports Naked	14,000 km	Used
839	 Bajaj Pulsar 150	2020	Rs. 	199999.0	150		Sports Naked	23,000 km	Used
840	 Bajaj Pulsar 220F	2015	Rs. 	199999.0	220		Sports	81,025 km	Like new
841	 Motorhead Tekken R250	2019	Rs. 	200000.0	250		Dirt	13,500 km	
842	 Bajaj Pulsar NS 125	2021	Rs. 	200000.0	125		Sports Naked	11,400 km	Used
843	 Bajaj Pulsar NS 200	2021	Rs. 	200000.0	200		Sports Naked	19,000 km	Used
844	 Bajaj Discover 125 ST	2023	Rs. 	200000.0	125		Commuter	8,500 km	Used
845	 Bajaj Pulsar 150	2022	Rs. 	200000.0	150		Sports Naked	30,241 km	Used
846	 Honda CB Shine SP	2019	Rs. 	200000.0	124		Commuter	6,500 km	Used
847	 KTM RC 200	2017	Rs. 	200000.0	200		Sports	22,000 km	Used
848	 Bajaj Pulsar NS 200	2017	Rs. 	200000.0	200		Sports Naked	37,000 km	Used
849	 TVS Raider 125	2024	Rs. 	200000.0	125		Commuter	11,000 km	Like new
850	 Bajaj Pulsar 150TD	2022	Rs. 	200000.0	150		Commuter	32,000 km	Used
851	 Bajaj Avenger 220 Cruise	2014	Rs. 	200000.0	220		Cruiser	30,000 km	Brand new
852	 Bajaj Avenger 220 Cruise	2017	Rs. 	200000.0	220		Cruiser	30,000 km	Used
853	 Honda Grazia BS6	2022	Rs. 	200000.0	124		Scooter	8,800 km	Used
854	 ItalicaMoto Formula 150	2021	Rs. 	200000.0	150		Scooter	9,750 km	Used
855	 Bajaj Pulsar 220F	2020	Rs. 	200000.0	220		Sports	16,000 km	Used
856	 Bajaj NS 200 FI ABS	2020	Rs. 	200000.0	200		Sports Naked	38,000 km	Like new
857	 Bajaj Avenger 220 Cruise	2014	Rs. 	200000.0	220		Cruiser	50,000 km	Used
858	 Suzuki Gixxer 150	2020	Rs. 	200000.0	155		Sports	27,000 km	Like new
859	 Kayo T4	2018	Rs. 	200000.0	250		Dirt	14,000 km	Used
860	 TVS Apache RTR 200 4V	2024	Rs. 	200000.0	198		Sports	32,772 km	Like new
861	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	200000.0	200		Sports Naked	23,000 km	Used
862	 Yamaha Ray ZR Street Rally 125 FI	2023	Rs. 	200000.0	125		Scooter	8,300 km	
863	 Bajaj Pulsar 220F	2019	Rs. 	200000.0	220		Sports	19,000 km	Like new
864	 Bajaj Pulsar 150	2021	Rs. 	200000.0	150		Sports Naked	15,000 km	Used
865	 TVS Apache RTR 160 4V	2021	Rs. 	200000.0	160		Sports	18,000 km	Used
866	 Yamaha FZS V2	2021	Rs. 	200000.0	149		Sports Naked	30,000 km	Used
867	 Crossfire Tracker 250	2021	Rs. 	200000.0	250		Dirt	15,000 km	Used
868	 TVS Raider 125	2024	Rs. 	200000.0	125		Commuter	11,000 km	Used
869	 Kayo K6	2014	Rs. 	200000.0	250		Dirt	30,572 km	Used
870	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	200000.0	200		Sports Naked	22,000 km	Used
871	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	200000.0	200		Sports Naked	23,000 km	Used
872	 Bajaj Pulsar NS 200	2020	Rs. 	200000.0	200		Sports Naked	23,000 km	Used
873	 Honda XBlade	2018	Rs. 	200000.0	163		Sports Naked	40,000 km	Used
874	 TVS Ntorq 125 Disc	2021	Rs. 	200000.0	125		Scooter	17,000 km	Used
875	 Honda CB Shine	2018	Rs. 	200000.0	124		Commuter	0 km	Used
876	 Bajaj Pulsar 150	2021	Rs. 	200000.0	150		Sports Naked	16,000 km	Used
877	 Super Soco CUx	2024	Rs. 	200000.0		2,788 	Scooter	75 km	Used
878	 Bajaj Pulsar NS 125	2021	Rs. 	200000.0	125		Sports Naked	11,400 km	Brand new
879	 Honda Grazia BS6	2023	Rs. 	200000.0	124		Scooter	5,000 km	Used
880	 Bajaj Pulsar 125	2021	Rs. 	200000.0	125		Sports Naked	13,000 km	Like new
881	 Bajaj Pulsar NS 200	2017	Rs. 	200000.0	200		Sports Naked	37,000 km	Used
882	 Kayo T4	2018	Rs. 	200000.0	250		Dirt	14,000 km	Like new
883	 Bajaj Pulsar 150	2021	Rs. 	200000.0	150		Sports Naked	16,000 km	
884	 Hero Super Splendor	2022	Rs. 	200000.0	125		Commuter	5,200 km	Used
885	 TVS Apache RTR 160 4V	2020	Rs. 	200000.0	160		Sports	16,500 km	Used
886	 Motorhead Tekken R250	2019	Rs. 	200000.0	250		Dirt	13,500 km	Used
887	 TVS Apache RTR 160 4V	2018	Rs. 	200000.0	160		Sports	45,000 km	Used
888	 Motorhead MH 200X	2021	Rs. 	200000.0	200		Dirt	10,000 km	Used
889	 TVS Apache RTR 200 4V	2024	Rs. 	200000.0	198		Sports	32,772 km	Used
890	 NIU NQI SPORT	2021	Rs. 	200000.0				18,300 km	Used
891	 Aprilia SR 125	2022	Rs. 	200000.0	125		Scooter	3,900 km	Used
892	 Yamaha Ray ZR Street Rally 125 FI	2023	Rs. 	200000.0	125		Scooter	8,300 km	Used
893	 Bajaj Pulsar 150	2021	Rs. 	200000.0	150		Sports Naked	18,000 km	Like new
894	 Bajaj Pulsar NS 200	2021	Rs. 	200000.0	200		Sports Naked	19,000 km	Used
895	 Bajaj Discover 125 ST	2023	Rs. 	200000.0	125		Commuter	8,500 km	Used
896	 Honda CB Shine SP	2019	Rs. 	200000.0	124		Commuter	6,500 km	Used
897	 KTM Duke 200	2018	Rs. 	200000.0	200		Sports Naked	30,000 km	Used
898	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	200000.0	200		Sports Naked	30,000 km	Used
899	 Bajaj Avenger 220 Cruise	2014	Rs. 	200000.0	220		Cruiser	30,000 km	Used
900	 Bajaj Pulsar NS 200	2020	Rs. 	200000.0	200		Sports Naked	31,000 km	Used
901	 Yamaha FZS V2	2021	Rs. 	200000.0	149		Sports Naked	30,000 km	Used
902	 Honda Grazia BS6	2022	Rs. 	200000.0	124		Scooter	8,800 km	Used
903	 Bajaj Avenger 220 Cruise	2014	Rs. 	200000.0	220		Cruiser	50,000 km	Used
904	 TVS Raider 125	1980	Rs. 	200000.0	125		Commuter	18,000 km	
905	 Crossfire Tracker 250	2021	Rs. 	200000.0	250		Dirt	15,000 km	Like new
906	 Honda Grazia BS4	2023	Rs. 	203000.0	124		Scooter	9,600 km	Used
907	 Suzuki Gixxer 150	2019	Rs. 	205000.0	155		Sports	18,000 km	Used
908	 Yadea E8S PRO	2023	Rs. 	205000.0		3,000 	Scooter	1,400 km	Used
909	 Yamaha FZS V2	2020	Rs. 	205000.0	149		Sports Naked	22,000 km	Used
910	 Honda CB Unicorn 160	2018	Rs. 	205000.0	163		Commuter	53,000 km	Used
911	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	205000.0	200		Sports Naked	21,000 km	Like new
912	 Honda Dio	2024	Rs. 	205000.0	110		Scooter	4,500 km	Used
913	 Bajaj Pulsar 220F	2020	Rs. 	206000.0	220		Sports	17,950 km	Brand new
914	 Bajaj Pulsar 220F	2020	Rs. 	207000.0	220		Sports	17,900 km	Used
915	 TVS Raider 125	2023	Rs. 	208900.0	125		Commuter	0 km	Used
